size,combination,base_puzzles,common_operation,derived_candidate,object_space,new_observable,new_dynamics,status,screening_verdict
3,C04+C10+C11,unitary/heat dual functional calculus + operational process tuple + dimensional-scale obstruction,insert preparations and instruments into two functional-calculus rays | quotient simultaneous generator-time rescaling,Operational Dual Process | Operational Calibration Torsor,"multi-time probability/process objects | principal positive-scale orbit of (A,tau)",intervention-conditioned records | projective spectrum before an external section is supplied,wave and diffusion records with separate environments | same transition operator on every scale-orbit representative,[Proven],Inherited lower-order object; no new irreducible coupling
3,C04+C10+C12,unitary/heat dual functional calculus + operational process tuple + selector/source obstruction,insert preparations and instruments into two functional-calculus rays,Operational Dual Process,multi-time probability/process objects,intervention-conditioned records,wave and diffusion records with separate environments,[Proven],Inherited lower-order object; no new irreducible coupling
3,C04+C11+C12,unitary/heat dual functional calculus + dimensional-scale obstruction + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C06+C07,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers + fractal Schur compression,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C06+C08,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers + adaptive operator and memory law,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C06+C09,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers + information/entropy geometry,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C06+C10,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers + operational process tuple,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C06+C11,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C06+C12,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers + selector/source obstruction,pair an inversion-odd observable with a prepared state,Asymmetry Resource Receiver,reflection-asymmetry resource preorder,signed current/bispectrum/cocycle response,covariant channels cannot create the missing mode,[Proven],Inherited lower-order object; no new irreducible coupling
3,C05+C07+C08,Green/resolvent/action reconstruction + fractal Schur compression + adaptive operator and memory law,iterate resolvent self-energies through a nested reduction hierarchy,Multiscale Memory Functor,scale-indexed diagram of operator-valued Stieltjes functions,memory spectrum and Schur-composition residual at each depth,hierarchical fading memory; adaptation remains an added law,[Strong evidence],Typed derivative generated
3,C05+C07+C09,Green/resolvent/action reconstruction + fractal Schur compression + information/entropy geometry,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C07+C10,Green/resolvent/action reconstruction + fractal Schur compression + operational process tuple,assign Schur-effective resolvents to nested observation contexts,Resolvent Context Presheaf,contravariant diagram of effective operator pencils,context-to-context self-energy and gluing residual,contextual memory under refinement/coarsening,[Proven],Typed derivative generated
3,C05+C07+C11,Green/resolvent/action reconstruction + fractal Schur compression + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C07+C12,Green/resolvent/action reconstruction + fractal Schur compression + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C08+C09,Green/resolvent/action reconstruction + adaptive operator and memory law + information/entropy geometry,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C08+C10,Green/resolvent/action reconstruction + adaptive operator and memory law + operational process tuple,update an operator model from intervention-conditioned records,Adaptive Process Estimator,operator-valued state space with apparatus memory,held-out process likelihood or residual,nonlinear learning coupled to process dynamics,[Moderate evidence],Inherited lower-order object; no new irreducible coupling
3,C05+C08+C11,Green/resolvent/action reconstruction + adaptive operator and memory law + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C08+C12,Green/resolvent/action reconstruction + adaptive operator and memory law + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C09+C10,Green/resolvent/action reconstruction + information/entropy geometry + operational process tuple,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C09+C11,Green/resolvent/action reconstruction + information/entropy geometry + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C09+C12,Green/resolvent/action reconstruction + information/entropy geometry + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C10+C11,Green/resolvent/action reconstruction + operational process tuple + dimensional-scale obstruction,quotient simultaneous generator-time rescaling,Operational Calibration Torsor,"principal positive-scale orbit of (A,tau)",projective spectrum before an external section is supplied,same transition operator on every scale-orbit representative,[Proven],Inherited lower-order object; no new irreducible coupling
3,C05+C10+C12,Green/resolvent/action reconstruction + operational process tuple + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C05+C11+C12,Green/resolvent/action reconstruction + dimensional-scale obstruction + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C06+C07+C08,orientation cocycle and chiral receivers + fractal Schur compression + adaptive operator and memory law,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C06+C07+C09,orientation cocycle and chiral receivers + fractal Schur compression + information/entropy geometry,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C06+C07+C10,orientation cocycle and chiral receivers + fractal Schur compression + operational process tuple,differentiate context self-energy with respect to an oriented flux twist,Chiral Memory Susceptibility,inversion-odd tangent operators over the context diagram,"Xi_E(z)=partial_theta Sigma_E(z,theta)|_0",signed linear response of hidden-node memory,[Strong evidence],Typed derivative generated
3,C06+C07+C11,orientation cocycle and chiral receivers + fractal Schur compression + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C06+C07+C12,orientation cocycle and chiral receivers + fractal Schur compression + selector/source obstruction,pair an inversion-odd observable with a prepared state,Asymmetry Resource Receiver,reflection-asymmetry resource preorder,signed current/bispectrum/cocycle response,covariant channels cannot create the missing mode,[Proven],Inherited lower-order object; no new irreducible coupling
3,C06+C08+C09,orientation cocycle and chiral receivers + adaptive operator and memory law + information/entropy geometry,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C06+C08+C10,orientation cocycle and chiral receivers + adaptive operator and memory law + operational process tuple,update an operator model from intervention-conditioned records,Adaptive Process Estimator,operator-valued state space with apparatus memory,held-out process likelihood or residual,nonlinear learning coupled to process dynamics,[Moderate evidence],Inherited lower-order object; no new irreducible coupling
3,C06+C08+C11,orientation cocycle and chiral receivers + adaptive operator and memory law + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C06+C08+C12,orientation cocycle and chiral receivers + adaptive operator and memory law + selector/source obstruction,pair an inversion-odd observable with a prepared state,Asymmetry Resource Receiver,reflection-asymmetry resource preorder,signed current/bispectrum/cocycle response,covariant channels cannot create the missing mode,[Proven],Inherited lower-order object; no new irreducible coupling
3,C06+C09+C10,orientation cocycle and chiral receivers + information/entropy geometry + operational process tuple,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C06+C09+C11,orientation cocycle and chiral receivers + information/entropy geometry + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C06+C09+C12,orientation cocycle and chiral receivers + information/entropy geometry + selector/source obstruction,minimize information-geometric cost over symmetry-covariant channels,Spectral Asymmetry Transport Cost,resource-conversion metric space,minimum cost of a signed receiver target,resource monotone under free channels,[Moderate evidence],Typed derivative generated
3,C06+C10+C11,orientation cocycle and chiral receivers + operational process tuple + dimensional-scale obstruction,quotient simultaneous generator-time rescaling,Operational Calibration Torsor,"principal positive-scale orbit of (A,tau)",projective spectrum before an external section is supplied,same transition operator on every scale-orbit representative,[Proven],Inherited lower-order object; no new irreducible coupling
3,C06+C10+C12,orientation cocycle and chiral receivers + operational process tuple + selector/source obstruction,pair an inversion-odd observable with a prepared state,Asymmetry Resource Receiver,reflection-asymmetry resource preorder,signed current/bispectrum/cocycle response,covariant channels cannot create the missing mode,[Proven],Inherited lower-order object; no new irreducible coupling
3,C06+C11+C12,orientation cocycle and chiral receivers + dimensional-scale obstruction + selector/source obstruction,pair an inversion-odd observable with a prepared state,Asymmetry Resource Receiver,reflection-asymmetry resource preorder,signed current/bispectrum/cocycle response,covariant channels cannot create the missing mode,[Proven],Inherited lower-order object; no new irreducible coupling
3,C07+C08+C09,fractal Schur compression + adaptive operator and memory law + information/entropy geometry,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C07+C08+C10,fractal Schur compression + adaptive operator and memory law + operational process tuple,couple context self-energies to a record-driven update law,Adaptive Multiscale Memory Flow,trajectories of operator-valued Stieltjes functions,held-out change in memory spectrum,nonlinear adaptive non-Markovian flow,[Speculative],Typed derivative generated
3,C07+C08+C11,fractal Schur compression + adaptive operator and memory law + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C07+C08+C12,fractal Schur compression + adaptive operator and memory law + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C07+C09+C10,fractal Schur compression + information/entropy geometry + operational process tuple,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C07+C09+C11,fractal Schur compression + information/entropy geometry + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C07+C09+C12,fractal Schur compression + information/entropy geometry + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C07+C10+C11,fractal Schur compression + operational process tuple + dimensional-scale obstruction,quotient simultaneous generator-time rescaling,Operational Calibration Torsor,"principal positive-scale orbit of (A,tau)",projective spectrum before an external section is supplied,same transition operator on every scale-orbit representative,[Proven],Inherited lower-order object; no new irreducible coupling
3,C07+C10+C12,fractal Schur compression + operational process tuple + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C07+C11+C12,fractal Schur compression + dimensional-scale obstruction + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C08+C09+C10,adaptive operator and memory law + information/entropy geometry + operational process tuple,couple Fisher/heat geometry to record-driven operator learning,Adaptive Memory Geometry Flow,product of probability manifold and operator-memory manifold,geometric learning dissipation and predictive error,coupled gradient/process flow,[Speculative],Typed derivative generated
3,C08+C09+C11,adaptive operator and memory law + information/entropy geometry + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C08+C09+C12,adaptive operator and memory law + information/entropy geometry + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C08+C10+C11,adaptive operator and memory law + operational process tuple + dimensional-scale obstruction,quotient simultaneous generator-time rescaling | update an operator model from intervention-conditioned records,Operational Calibration Torsor | Adaptive Process Estimator,"principal positive-scale orbit of (A,tau) | operator-valued state space with apparatus memory",projective spectrum before an external section is supplied | held-out process likelihood or residual,same transition operator on every scale-orbit representative | nonlinear learning coupled to process dynamics,[Moderate evidence] | [Proven],Inherited lower-order object; no new irreducible coupling
3,C08+C10+C12,adaptive operator and memory law + operational process tuple + selector/source obstruction,update an operator model from intervention-conditioned records,Adaptive Process Estimator,operator-valued state space with apparatus memory,held-out process likelihood or residual,nonlinear learning coupled to process dynamics,[Moderate evidence],Inherited lower-order object; no new irreducible coupling
3,C08+C11+C12,adaptive operator and memory law + dimensional-scale obstruction + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C09+C10+C11,information/entropy geometry + operational process tuple + dimensional-scale obstruction,quotient simultaneous generator-time rescaling,Operational Calibration Torsor,"principal positive-scale orbit of (A,tau)",projective spectrum before an external section is supplied,same transition operator on every scale-orbit representative,[Proven],Inherited lower-order object; no new irreducible coupling
3,C09+C10+C12,information/entropy geometry + operational process tuple + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C09+C11+C12,information/entropy geometry + dimensional-scale obstruction + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C10+C11+C12,operational process tuple + dimensional-scale obstruction + selector/source obstruction,keep scale calibration and orientation resource as separate sections,Two-Torsor Physicalization Bundle,product of a positive-scale torsor and an orientation torsor over operational contexts,calibrated signed record only after both sections are supplied,conditional physicalization map; no internal source theorem,[Strong evidence],Typed derivative generated
4,C03+C04+C05+C07,positive graph Laplacian A + unitary/heat dual functional calculus + Green/resolvent/action reconstruction + fractal Schur compression,frequency-dependent block resolvent and Schur elimination,Dynamic Spectral Compression Kernel (DSCK),positive operator-valued Stieltjes functions Sigma_E(z),"self-energy, memory kernel and projected composition defect",exact non-Markovian reduced heat/wave dynamics,[Proven],Selected 4--6 puzzle coupling
4,C03+C04+C07+C10,positive graph Laplacian A + unitary/heat dual functional calculus + fractal Schur compression + operational process tuple,project wave/heat propagators and retain intermediate interventions,Dual-Ray Reduced Process Tensor,context-indexed multi-time process maps,intervention-dependent memory witness,coherent and diffusive reduced processes with hidden excursions,[Strong evidence],Selected 4--6 puzzle coupling
5,C03+C05+C06+C07+C12,positive graph Laplacian A + Green/resolvent/action reconstruction + orientation cocycle and chiral receivers + fractal Schur compression + selector/source obstruction,frequency-dependent block resolvent and Schur elimination | collect inversion-odd spectral receivers under one resource monotone,Dynamic Spectral Compression Kernel (DSCK) | Chiral Spectral Response Bundle,positive operator-valued Stieltjes functions Sigma_E(z) | bundle of signed observables over reflection-asymmetric states,"self-energy, memory kernel and projected composition defect | current, bispectrum and cocycle responses with common sign covariance",exact non-Markovian reduced heat/wave dynamics | covariant spectral dynamics transports but does not source the sign,[Proven] | [Strong evidence],Selected 4--6 puzzle coupling
5,C03+C04+C08+C09+C10,positive graph Laplacian A + unitary/heat dual functional calculus + adaptive operator and memory law + information/entropy geometry + operational process tuple,spectral calculus followed by diffusion/Fisher geometry | apply data processing to operational heat records | couple Fisher/heat geometry to record-driven operator learning,Heat-Spectral Geometry Tower | Information Contraction Ledger | Adaptive Memory Geometry Flow,one-parameter family of intrinsic finite geometries | pairs of probability measures modulo the process channel | product of probability manifold and operator-memory manifold,diffusion distances and spectral dimensions | lost relative distinguishability | geometric learning dissipation and predictive error,metric contraction along heat time | monotone contraction without dimensional energy interpretation | coupled gradient/process flow,[Proven] | [Speculative],Selected 4--6 puzzle coupling
6,C01+C02+C03+C05+C07+C11,strict oscillatory-damped kernel + legacy intermediate bridge profile + positive graph Laplacian A + Green/resolvent/action reconstruction + fractal Schur compression + dimensional-scale obstruction,frequency-dependent block resolvent and Schur elimination | transport the legacy-strict residual through nested reductions,Dynamic Spectral Compression Kernel (DSCK) | Multiscale Completion-Defect Tower,positive operator-valued Stieltjes functions Sigma_E(z) | scale-indexed obstruction diagram,"self-energy, memory kernel and projected composition defect | whether bridge defect contracts, persists or grows","exact non-Markovian reduced heat/wave dynamics | reduction-index flow, not physical time",[Moderate evidence] | [Proven],Selected 4--6 puzzle coupling
6,C03+C04+C05+C07+C09+C10,positive graph Laplacian A + unitary/heat dual functional calculus + Green/resolvent/action reconstruction + fractal Schur compression + information/entropy geometry + operational process tuple,frequency-dependent block resolvent and Schur elimination | project wave/heat propagators and retain intermediate interventions | spectral calculus followed by diffusion/Fisher geometry | apply data processing to operational heat records | assign Schur-effective resolvents to nested observation contexts,Dynamic Spectral Compression Kernel (DSCK) | Dual-Ray Reduced Process Tensor | Heat-Spectral Geometry Tower | Information Contraction Ledger | Resolvent Context Presheaf,positive operator-valued Stieltjes functions Sigma_E(z) | context-indexed multi-time process maps | one-parameter family of intrinsic finite geometries | pairs of probability measures modulo the process channel | contravariant diagram of effective operator pencils,"self-energy, memory kernel and projected composition defect | intervention-dependent memory witness | diffusion distances and spectral dimensions | lost relative distinguishability | context-to-context self-energy and gluing residual",exact non-Markovian reduced heat/wave dynamics | coherent and diffusive reduced processes with hidden excursions | metric contraction along heat time | monotone contraction without dimensional energy interpretation | contextual memory under refinement/coarsening,[Proven] | [Strong evidence],Selected 4--6 puzzle coupling
6,C04+C06+C09+C10+C11+C12,unitary/heat dual functional calculus + orientation cocycle and chiral receivers + information/entropy geometry + operational process tuple + dimensional-scale obstruction + selector/source obstruction,minimize information-geometric cost over symmetry-covariant channels | apply data processing to operational heat records | keep scale calibration and orientation resource as separate sections,Spectral Asymmetry Transport Cost | Information Contraction Ledger | Two-Torsor Physicalization Bundle,resource-conversion metric space | pairs of probability measures modulo the process channel | product of a positive-scale torsor and an orientation torsor over operational contexts,minimum cost of a signed receiver target | lost relative distinguishability | calibrated signed record only after both sections are supplied,resource monotone under free channels | monotone contraction without dimensional energy interpretation | conditional physicalization map; no internal source theorem,[Moderate evidence] | [Proven] | [Strong evidence],Selected 4--6 puzzle coupling
