pair_id,pair,domain_id,domain,structural_score_0_4,touches_both_puzzles,shared_tags,mandatory_caveat
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D01,spectral graphs and quantum walks,3,True,diffusion;dynamics;graph;spectral;unitary,Exact at the finite operator level; not a continuum or laboratory identification.
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D02,lattice Green functions and inverse field reconstruction,0,False,spectral,Exact for chosen quadratic operators; interaction and physical units are extra.
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D03,graph signal processing and wavelets,2,True,graph;multiscale;spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D04,"Kron reduction, Schur complements and multigrid",2,False,coarse_graining;graph;multiscale;renormalization;schur,Exact block algebra; closure inside the strict kernel family is separately false.
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D05,Mori-Zwanzig reduction and process tensors,1,True,coarse_graining;dynamics,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D07,stochastic thermodynamics and feedback,0,False,,"Requires bath, temperature, energy scale and reset ledger."
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D08,information geometry and diffusion maps,0,False,diffusion,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D09,noncommutative geometry and spectral action,0,False,spectral,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D10,renormalization and stable fractional limits,1,False,coarse_graining;multiscale;renormalization,Possible universality language; the audited strict family is not Schur-closed.
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D14,causal-operational quantum theory,0,False,dynamics,Clarifies interventions and records; does not choose a physical realization.
C04+C07,unitary/heat dual functional calculus + fractal Schur compression,D15,statistical field theory and random operators,0,False,spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D01,spectral graphs and quantum walks,2,False,diffusion;dynamics;spectral;unitary,Exact at the finite operator level; not a continuum or laboratory identification.
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D02,lattice Green functions and inverse field reconstruction,0,False,spectral,Exact for chosen quadratic operators; interaction and physical units are extra.
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D03,graph signal processing and wavelets,0,False,spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D05,Mori-Zwanzig reduction and process tensors,1,True,dynamics;memory,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D07,stochastic thermodynamics and feedback,0,False,feedback,"Requires bath, temperature, energy scale and reset ledger."
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D08,information geometry and diffusion maps,0,False,diffusion,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D09,noncommutative geometry and spectral action,1,True,operator;spectral,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D12,adaptive neural operators and reservoir memory,3,False,adaptive;feedback;learning;memory;nonlinear;operator,Mechanistic analogy; training objective and data provenance are not derived.
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D14,causal-operational quantum theory,0,False,dynamics,Clarifies interventions and records; does not choose a physical realization.
C04+C08,unitary/heat dual functional calculus + adaptive operator and memory law,D15,statistical field theory and random operators,1,True,nonlinear;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D01,spectral graphs and quantum walks,2,False,diffusion;dynamics;spectral;unitary,Exact at the finite operator level; not a continuum or laboratory identification.
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D02,lattice Green functions and inverse field reconstruction,0,False,spectral,Exact for chosen quadratic operators; interaction and physical units are extra.
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D03,graph signal processing and wavelets,0,False,spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D05,Mori-Zwanzig reduction and process tensors,0,False,dynamics,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D07,stochastic thermodynamics and feedback,1,False,entropy;information,"Requires bath, temperature, energy scale and reset ledger."
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D08,information geometry and diffusion maps,4,True,diffusion;geometry;inference;information;metric;probability,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D09,noncommutative geometry and spectral action,1,True,geometry;spectral,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D13,"topological phases, cohomology and holonomy",0,False,geometry,Correct language for orientation carriers; no automatic signed section.
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D14,causal-operational quantum theory,0,False,dynamics,Clarifies interventions and records; does not choose a physical realization.
C04+C09,unitary/heat dual functional calculus + information/entropy geometry,D15,statistical field theory and random operators,2,True,entropy;probability;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C04+C10,unitary/heat dual functional calculus + operational process tuple,D01,spectral graphs and quantum walks,2,False,diffusion;dynamics;spectral;unitary,Exact at the finite operator level; not a continuum or laboratory identification.
C04+C10,unitary/heat dual functional calculus + operational process tuple,D02,lattice Green functions and inverse field reconstruction,0,False,spectral,Exact for chosen quadratic operators; interaction and physical units are extra.
C04+C10,unitary/heat dual functional calculus + operational process tuple,D03,graph signal processing and wavelets,0,False,spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C04+C10,unitary/heat dual functional calculus + operational process tuple,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C04+C10,unitary/heat dual functional calculus + operational process tuple,D05,Mori-Zwanzig reduction and process tensors,2,True,dynamics;environment;process,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C04+C10,unitary/heat dual functional calculus + operational process tuple,D06,resource theory of asymmetry,0,False,measurement,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C04+C10,unitary/heat dual functional calculus + operational process tuple,D07,stochastic thermodynamics and feedback,1,False,environment;measurement,"Requires bath, temperature, energy scale and reset ledger."
C04+C10,unitary/heat dual functional calculus + operational process tuple,D08,information geometry and diffusion maps,0,False,diffusion,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C04+C10,unitary/heat dual functional calculus + operational process tuple,D09,noncommutative geometry and spectral action,0,False,spectral,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C04+C10,unitary/heat dual functional calculus + operational process tuple,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C04+C10,unitary/heat dual functional calculus + operational process tuple,D11,"control, observability and process tomography",2,False,instrument;measurement;process;record,"Operationally exact when preparations, clock and POVM are supplied."
C04+C10,unitary/heat dual functional calculus + operational process tuple,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C04+C10,unitary/heat dual functional calculus + operational process tuple,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C04+C10,unitary/heat dual functional calculus + operational process tuple,D14,causal-operational quantum theory,4,True,dynamics;environment;instrument;measurement;observer;process,Clarifies interventions and records; does not choose a physical realization.
C04+C10,unitary/heat dual functional calculus + operational process tuple,D15,statistical field theory and random operators,0,False,spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D01,spectral graphs and quantum walks,2,False,diffusion;dynamics;spectral;unitary,Exact at the finite operator level; not a continuum or laboratory identification.
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D02,lattice Green functions and inverse field reconstruction,0,False,spectral,Exact for chosen quadratic operators; interaction and physical units are extra.
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D03,graph signal processing and wavelets,0,False,spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,dynamics,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D06,resource theory of asymmetry,0,False,no_go,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D07,stochastic thermodynamics and feedback,0,False,units,"Requires bath, temperature, energy scale and reset ledger."
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D08,information geometry and diffusion maps,0,False,diffusion,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D09,noncommutative geometry and spectral action,1,True,dimensions;spectral,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D10,renormalization and stable fractional limits,0,False,scale,Possible universality language; the audited strict family is not Schur-closed.
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D11,"control, observability and process tomography",0,False,calibration,"Operationally exact when preparations, clock and POVM are supplied."
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D14,causal-operational quantum theory,0,False,dynamics,Clarifies interventions and records; does not choose a physical realization.
C04+C11,unitary/heat dual functional calculus + dimensional-scale obstruction,D15,statistical field theory and random operators,1,True,scale;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D01,spectral graphs and quantum walks,2,False,diffusion;dynamics;spectral;unitary,Exact at the finite operator level; not a continuum or laboratory identification.
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D02,lattice Green functions and inverse field reconstruction,0,False,spectral,Exact for chosen quadratic operators; interaction and physical units are extra.
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D03,graph signal processing and wavelets,0,False,spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,dynamics,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D06,resource theory of asymmetry,2,False,chirality;no_go;resource;selector;symmetry,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D07,stochastic thermodynamics and feedback,0,False,,"Requires bath, temperature, energy scale and reset ledger."
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D08,information geometry and diffusion maps,0,False,diffusion,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D09,noncommutative geometry and spectral action,0,False,spectral,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D13,"topological phases, cohomology and holonomy",1,False,chirality;symmetry,Correct language for orientation carriers; no automatic signed section.
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D14,causal-operational quantum theory,0,False,dynamics,Clarifies interventions and records; does not choose a physical realization.
C04+C12,unitary/heat dual functional calculus + selector/source obstruction,D15,statistical field theory and random operators,0,False,spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D01,spectral graphs and quantum walks,0,False,spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D02,lattice Green functions and inverse field reconstruction,3,False,field;green;inverse;resolvent;spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D03,graph signal processing and wavelets,0,False,spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D04,"Kron reduction, Schur complements and multigrid",0,False,resolvent,Exact block algebra; closure inside the strict kernel family is separately false.
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D05,Mori-Zwanzig reduction and process tensors,0,False,resolvent,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D06,resource theory of asymmetry,1,False,chirality;resource;symmetry,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D07,stochastic thermodynamics and feedback,0,False,,"Requires bath, temperature, energy scale and reset ledger."
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D09,noncommutative geometry and spectral action,1,False,spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D11,"control, observability and process tomography",0,False,inverse,"Operationally exact when preparations, clock and POVM are supplied."
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D13,"topological phases, cohomology and holonomy",2,False,chirality;cohomology;phase;symmetry;topology,Correct language for orientation carriers; no automatic signed section.
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C05+C06,Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,D15,statistical field theory and random operators,1,False,field;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D01,spectral graphs and quantum walks,1,True,graph;spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D02,lattice Green functions and inverse field reconstruction,3,False,field;green;inverse;resolvent;spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D03,graph signal processing and wavelets,2,True,graph;multiscale;spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D04,"Kron reduction, Schur complements and multigrid",4,True,coarse_graining;graph;multiscale;renormalization;resolvent;schur,Exact block algebra; closure inside the strict kernel family is separately false.
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D05,Mori-Zwanzig reduction and process tensors,1,True,coarse_graining;resolvent,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D07,stochastic thermodynamics and feedback,0,False,,"Requires bath, temperature, energy scale and reset ledger."
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D09,noncommutative geometry and spectral action,1,False,spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D10,renormalization and stable fractional limits,1,False,coarse_graining;multiscale;renormalization,Possible universality language; the audited strict family is not Schur-closed.
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D11,"control, observability and process tomography",0,False,inverse,"Operationally exact when preparations, clock and POVM are supplied."
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C05+C07,Green/resolvent/action reconstruction + fractal Schur compression,D15,statistical field theory and random operators,1,False,field;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D01,spectral graphs and quantum walks,0,False,spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D02,lattice Green functions and inverse field reconstruction,3,False,field;green;inverse;resolvent;spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D03,graph signal processing and wavelets,0,False,spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D04,"Kron reduction, Schur complements and multigrid",0,False,resolvent,Exact block algebra; closure inside the strict kernel family is separately false.
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D05,Mori-Zwanzig reduction and process tensors,1,True,memory;resolvent,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D07,stochastic thermodynamics and feedback,0,False,feedback,"Requires bath, temperature, energy scale and reset ledger."
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D09,noncommutative geometry and spectral action,2,True,operator;spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D11,"control, observability and process tomography",0,False,inverse,"Operationally exact when preparations, clock and POVM are supplied."
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D12,adaptive neural operators and reservoir memory,3,False,adaptive;feedback;learning;memory;nonlinear;operator,Mechanistic analogy; training objective and data provenance are not derived.
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C05+C08,Green/resolvent/action reconstruction + adaptive operator and memory law,D15,statistical field theory and random operators,2,True,field;nonlinear;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D01,spectral graphs and quantum walks,0,False,spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D02,lattice Green functions and inverse field reconstruction,3,False,field;green;inverse;resolvent;spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D03,graph signal processing and wavelets,0,False,spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D04,"Kron reduction, Schur complements and multigrid",0,False,resolvent,Exact block algebra; closure inside the strict kernel family is separately false.
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D05,Mori-Zwanzig reduction and process tensors,0,False,resolvent,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D07,stochastic thermodynamics and feedback,1,False,entropy;information,"Requires bath, temperature, energy scale and reset ledger."
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D08,information geometry and diffusion maps,2,False,geometry;inference;information;metric;probability,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D09,noncommutative geometry and spectral action,2,True,geometry;spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D11,"control, observability and process tomography",0,False,inverse,"Operationally exact when preparations, clock and POVM are supplied."
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D13,"topological phases, cohomology and holonomy",0,False,geometry,Correct language for orientation carriers; no automatic signed section.
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C05+C09,Green/resolvent/action reconstruction + information/entropy geometry,D15,statistical field theory and random operators,3,True,entropy;field;probability;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D01,spectral graphs and quantum walks,0,False,spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D02,lattice Green functions and inverse field reconstruction,3,False,field;green;inverse;resolvent;spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D03,graph signal processing and wavelets,0,False,spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D04,"Kron reduction, Schur complements and multigrid",0,False,resolvent,Exact block algebra; closure inside the strict kernel family is separately false.
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D05,Mori-Zwanzig reduction and process tensors,2,True,environment;process;resolvent,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D06,resource theory of asymmetry,0,False,measurement,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D07,stochastic thermodynamics and feedback,1,False,environment;measurement,"Requires bath, temperature, energy scale and reset ledger."
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D09,noncommutative geometry and spectral action,1,False,spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D11,"control, observability and process tomography",3,True,instrument;inverse;measurement;process;record,"Operationally exact when preparations, clock and POVM are supplied."
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D14,causal-operational quantum theory,2,False,environment;instrument;measurement;observer;process,Clarifies interventions and records; does not choose a physical realization.
C05+C10,Green/resolvent/action reconstruction + operational process tuple,D15,statistical field theory and random operators,1,False,field;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D01,spectral graphs and quantum walks,0,False,spectral,Exact at the finite operator level; not a continuum or laboratory identification.
